No,제목,작성일,조회,본문
NOTICE,[공지]루마 코리아 정식유통 제품의 시공 및 불법 유통제품 주의에 대한 안내문,2022.03.18,15801,"루마 공식 인증점 및 루마 고객님들께 안내 말씀을드립니다 . 최근에 루마 공식 인증점이 아닌 시공업체에서 루마 코리아를 통해 정식으로 유통되지 않은 불법 유통 제품으로 시공이 이루어진 후, 그 업체에서 본사 보증 포맷과 유사한 형태로  자체 품질보증서를 발행해주는 사례가 포착되고 있습니다 . 이로 인해 루마 코리아의 정식 보증서비스를 제공받지 못하거나 , A/S 거부, 업체 폐업 등으로 인한 고객 피해가 발생하고 있습니다 . 아울러 루마 코리아 홈페이지내 보증조회 가 되지 않는 비공식적인 품질보증서에 대해서는 보증을 하지 않음을 안내해 드립니다 . 모든 루마 버텍스 필름은 루마 코리아의 인증업체를 통해서만 고객분들께 시공되며 , 루마 코리아 인증 공식업체 리스트 는 루마 코리아의 홈페이지를 통해 고객님들께 안내해 드리고 있습니다 . 루마 코리아 공식 인증점에서 시공 받으시는 루마버텍스 제품은 시공 후 루마 코리아 본사 홈페이지를 통해 품질보증서 ( 디지털 보증 ) 를 발행하여 고객에게 제공하며 , 루마 코리아 홈페이지의 보증조회 서비스를 통해 확인이 가능합니다 . 따라서 루마 버텍스 제품에 대한 정식 품질보증서를 받으셨더라도 루마코리아 홈페이지 및 본사 통합 전산자료를 통해 조회가 불가한 품질보증서에 대해서는 어떠한 보증 서비스도 제공하지 않습니다 . 루마 코리아는 어떠한 경우에도 불법 유통을 용납하지 않으며, 오로지 정품 필름만을 취급 / 유통하고 정식 품질보증서 발급을 통해 공식 인증점 및 소비자의 권익을 지키는데 앞장서고 있습니다 . 루마 코리아는 앞으로도 공식 인증점과 루마를 사랑하는 소비자의 권익을 지켜 나가기 위해 불법 유통 시공 및 비정상적인 품질보증서 발행에 대해 보다 철저한 관리와 감독을 실행할 예정이며 , 불법으로 유통되고 있는 제품에 대한 다양한 법적 제재를 강구할 방침입니다 . 루마 품질보증서 조회 바로가기 http://www.llumar.co.kr/sub_support/original.php 루마 공식 인증업체 확인 바로가기 http://www.llumar.co.kr/sub_branch/automotive_list.php 루마 코리아 고객지원팀 배상"
75,제네시스 쿠페 시공사례,2008.10.16,12157,"또 하나의 제네시스!!
다이나믹 럭셔리 후륜구동 스포츠카 탄생을 축하합니다.
국산 럭셔리 세단 제네시스에 이은 럭셔리 스포츠카에도 루마필름이 대세입니다.
이미 많은 차들이 루마필름과 함께 합니다.
명차의 선택!!
주저할 이유가 없습니다.
루마점에서는 럭셔리 차량에 걸맞는 완성도 높은 시공과 품질로 고객 차량의 품격과 안전을 제공합니다.
시공사례를 참고하십시오,
감사합니다."
74,대구지역 루마점 신규개설점 공지,2008.09.30,5214,"대구지역의 신규루마점 개설공지입니다.
대구남구 앞산점(053)473-6070
대구북구 구암점(053)322-6381

고객님의 소중한 차량을 안심하고 맡길 수 있는 실내작업장과 
기다리시는 동안 불편을 덜어드리기 위한 쾌적하고 편안한 고객쉼터를 갖춘 루마점입니다.
많은 이용 바랍니다.

세계 최대의 판매필름 메이커인 루마필름의 브랜드 인지도와 함께 
전국적인 네트워크와 조직력, 전문시공기술력을 갖춘 루마필름은 
최고품질과 루마점의 완성도 높은 시공을 원하시는 루마매니아님의 
니즈를 충족시켜드리고저 더욱 노력하겠습니다.
성원에 감사드립니다."
73,루마점 신규개설예정안내,2008.09.29,5162,"루마점 신규개설 예정안내입니다.
지금은 개설을 위한 인테리어 공사중입니다.
개설예정일은 10월6일입니다.

사전예약과 이용문의를 위한 전화번호 안내입니다.

충남 천안 직산점(041)583-0226/
1번국도상에 있으며 직산역과 메가마트 중간에 위치합니다.

경남 밀양점(055)354-8533/
밀양 내이동에 위치합니다.

많은 이용과 성원 부탁드립니다.
감사합니다."
72,기아 소울(KIA Soul) 시공사례,2008.09.29,5210,"신개념 크로스오버(CUV) 소울(SOUL)이 탄생되었습니다.
이에 발맞추어 전국 루마점에서는 
차량의 품격과 어우러진 퀄러티와 품격,
완성도 높은 시공으로 
고객님의 만족을 충족시켜드릴 것입니다.

지금 루마시공사례를 검색하시면 소울의 시공사례가 등록되어있습니다.

많은 이용과 성원 바랍니다."
71,신차 기아포르테 시공사례,2008.08.29,5529,"기아의 신차 포르테가 출시되었습니다.
본사홈피의 시공사례를 클릭하시면 명품 루마로 썬팅된 포르테의 시공사례를 만나실 수 있습니다.
스타일리쉬한 컬러, 안전을 생각한 선명도와 시인성, 사계절이 편안한 차단효과, 그리고 
루마점의 시공기술로 포르테의 외관을 품격으로 연출해 드립니다.

지금 클릭하세요.
그리고 루마점이 고객가까이에 있습니다.
루마점 이용문의 :1577-1887"
70,루마점 신규오픈관련 공지,2008.08.29,5201,"루마점 신규오픈점 소식입니다.
인천계양점(032)555-0558
경기시흥대야점(031)314-3088
이번에 새로 등록된 신규루마점입니다.
많은 이용과 성원바랍니다.

다음은 루마점 신규오픈예정소식입니다.
의정부중앙점  오픈예정일 :9월첫째주
                                    이용문의(031)842-5001     의정부동 교보빌딩뒷편
감사합니다."
69,2008서울오토살롱관련 루마필름 보도자료,2008.07.14,5946,"고유가 시대 ‘그린 튜닝’ 눈길 [KBS 뉴스 박상범기자] 자동차 튜닝도 에너지 절감이 화두 [YTN 이병식기자] 자동차 튜닝도 에너지 절감이 화두 동영상 기사 보기 [YTN 이병식기자] 루마, 유리 강도 10배 높여주는 필름 선보여 [AVING.net 박찬규 기자] [2008서울오토살롱] 루마필름 ""차량범죄 걱정 마세요"" [지피코리아 김기홍기자] [동영상] 2008 서울오토살롱 개막 [디지털데일리 김경태 기자]"
68,2008서울오토살롱 참가 루마관련기사,2008.07.11,5421,"[사진]'2008서울오토살롱 축제 공연' [OSEN(www.osen.co.kr)] 익스트림걸즈 인기폭발 ""사인을 받아라!"" [네이션코리아 이청원기자] 인기짱 구지성 토끼소녀로 변신?! [네이션코리아 이청원기자] 익스트림걸즈 황인지의 S라인 [네이션코리아 이청원기자] '호기심 가득한' 표정의 레이싱 모델 [고뉴스 박종각기자] [포토on] 익스트림걸즈가 함께 하는 무대 [세계일보 황재원 객원기자] [서울오토살롱] 익스트림즈걸 팬사인회 열어 [지피코리아 김기홍기자]"
67,루마 공식인증업체 오픈소식,2008.06.18,5888,"최근에 루마점으로 정식등록한 루마점리스트입니다.
부산사상 모라점(오픈예정)(051)302-7446
부산해운대 2호(051)731-5425
부산진구 서면점(051)806-3933
울산동구 방어진점(052)201-6077
포항 오천점(054)292-8255
경기안성당왕점(031)675-9992

많은 이용과 성원 부탁드립니다.
감사합니다."
66,부산사상모라점 오픈예정소식,2008.06.18,5214,"부산사상 모라동에 루마전문시공점이 새롭게 오픈됩니다.
1층에 명품 루마전용 작업장, 2층에 고객쉼터와 다양한 종류의 자동차용품관을 갖춘 
최고의 시설로 고객님을 맞이할 것입니다.
지금은 인테리어 막바지 공사중입니다.
많은 이용과 성원 바랍니다.

이용문의 : 051-302-7446  (011)869-1783"
65,"포토제닉, 도전!퀴즈타임 이벤트 결과 발표",2008.06.10,4864,"이벤트. 포토제닉콘테스트 에 대한 결과 발표입니다.
결과는 해당 이벤트 게시판의 공지사항을 참조하여 주세요 이벤트 결과 보기 이벤트. 도전!퀴즈타임 에 대한 결과 발표입니다.
응모에 감사드리며 퀴즈 정답자 모든 분께 루마로고가 새겨진 주차 폰보드를 드립니다.

축하합니다.

루마필름은 보다 새롭고 개선된 모습으로 고객님의 성원에 보답하겠습니다.
감사합니다."
64,부산진구 연지점 오픈소식,2008.05.29,5579,"부산진구 연지점 오픈소식입니다.
부산진구 연지동에 루마점이 새롭게 오픈합니다.
품격높은 인테리어와 깨끗하고 넓은 실내작업장, 최고의 편안함을 제공하는 고객쉼터를 제공합니다.
지금은 실내인테리어 마무리작업중이며 오픈예정일은 6월2일입니다. 

이용문의 (051)806-3933,   (011)872-4322
위치:연지삼거리(하야리아 입구)"
63,안성1호점 오픈예정소식,2008.05.22,4604,"루마점 오픈예정 소식입니다.
경기도 최남단에 위치한 안성마춤의 도시 안성에 루마점이 입성합니다.
지금은 인테리어 공사중이며 6월1일 오픈예정으로 있습니다.
최고의 장인정신이 깃든 도시에  장인의 손길로 만들어가는 명품썬팅으로 거듭날 것입니다.
많은 관심과 성원 바랍니다.
감사합니다.

안성1호점 문의전화 (031)675-9992   
                        휴대폰 016-778-2893"
62,여수1호 루마점 오픈예정안내,2008.05.13,4656,"바다 그리고 꽃과 빛! 새 희망 큰 여수
2012년 세계박람회가 열리는 청정도시 여수에 루마점이 입성합니다.
지금은 루마고객을 위한 실내작업장과 고객쉼터를 위한 실내공사중입니다.
조금만 기다리시면 여수에서도 루마를 만나실 수 있습니다.
많은 이용과 성원 부탁드립니다.
감사합니다.

이용문의안내: 여수(061)682-7070"
61,2008부산국제모터쇼관련 루마소식,2008.05.09,4920,"2008부산 국제모터쇼에 참가한 루마관련 뉴스입니다.
완성차의 화려함속에서도 인기몰이를 하고 있는 루마부스를 취재한 기사가 나왔습니다.
많은 관심과 성원에 감사드립니다. 관련기사 보러가기 Click! 화려한 차량들속에서 성숙한 주연으로 탈 바꿈 ⓒ오토타임즈 부산=한창희 기자

LLumar 부스 이벤트 행사로 인기몰이
All Visual Internet News of Goods 오세경 객원기자(aving.net) 관련기사 보러가기 Click!"
60,루마점 오픈예정안내,2008.05.08,4637,"문화관광의 도시이자 남도예향의 본고장 목포와 
한반도의 최남단 땅끝에 위치한 해남에 루마점이 정식오픈됩니다.
그동안 해당 지역 고객께 서비스가 원할하게 이루어지지 못한 점 사과드립니다.
이제는 이 지역 고객의 오랜 숙원이 드디어 풀리게 됩니다.
조금만 기다리시면 명품의 품질을 만나실 수 있습니다.

목포와 해남에서 가장 지명도 높고 기술력있는 전문업체로서
명품 루마와 함께 새로운 모습으로 고객님께 다가설 것입니다.
많은 이용과 관심바랍니다.

<이용문의>
목포용당점: (061)279-7604
해남점:       (061)536-8381"
59,루마필름 2008부산국제모터쇼 참가,2008.05.03,4400,"루마필름이 2008부산 국제모터쇼에 참가하였습니다.
루마필름관에서 세계적인 품질의 루마필름을 직접 경험하실 수 있습니다.
이번 전시회참가에 발맞춰 루마필름관과 루마홈페이지에서 다양한 이벤트를 제공하고 있습니다.
많은 이용과 성원바랍니다.
감사합니다."
58,2008루마썬팅 특별 이벤트,2008.04.02,5599,"세계최고의 윈도필름 브랜드인 루마필름에서 2008부산국제모터쇼 참가와 관련하여 2008루마이벤트를 실시합니다. 이번 이벤트에는 루마회원고객을 대상으로 퀴즈이벤트와 포토제닉 이벤트를 실시하는데 응모자 및 당첨자에게 푸짐한 경품을 제공합니다. 또한 2008부산모터쇼와 함께 할 루마서포터즈를 모집합니다. 루마서포터즈는 남다른 열정과 노력을 가진 다양한 특기를 가진 젊은이들이면 모두 신청이 가능하며 전시회를 통해 새로운 경험과 루마브랜드에 대한 명성을 확인할 수 있습니다. 루마서포터즈로 선발된 회원에게는 다양한 볼거리와 풍성한 기념품을 지급할 예정입니다.
문의 (02)2213-1545"
57,서울 루마점오픈소식(동대문답십리점),2008.03.20,5219,"서울 동대문구 답십리에 위치한 루마점 오픈소식입니다.
동부서울의 관문이며 중추도시인 구민 40만명의 동대문구는 
옛날부터 교통의 요충지로서 서울 시민들이 경향 각지로부터 
생활필수품을 공급받는 물산의 집산지로서의 역할을 다해 왔습니다. 
뿐만 아니라 선농단을 비롯하여 보제원, 영휘원, 숭인원, 홍릉터 등 
곳곳에 조상들의 얼과 역사의 향기가 스며 있는 곳이기도 합니다.
이곳에 용두점에 이은 답십리에 루마점이 새로이 오픈합니다.
15여년의 자동차용품업계의 경력과 노하우로 고객차량의 모든것을 책임질 준비된 전문시공점입니다.
쾌적한 고객쉼터와 고객차량을 안전하게 작업할 수 있는 실내매장으로 
루마브랜드에 걸맞는 최고의 기술시공으로 고객만족을 제공할 것입니다.
이 지역 고객님의 많은 관심과 이용 부탁드립니다.
성원에 감사드립니다.

동대문답십리점 이용문의 전화 (02)2212--3801 
                                        www.daemyungcar.kr"
